id,text,description,isDeleted,createdAt,updatedAt,dateTimeDeleted,isGroup,position
43,Record Inventory,NULL,0,2021-07-29 10:39:48.837,2022-01-05 15:18:25.417117,NULL,0,NULL
41,Grammer lessons,NULL,0,2021-07-29 10:38:48.386,2022-01-05 15:15:10.566481,NULL,0,NULL
7,Deep breathing,NULL,0,2021-07-28 18:57:00.903,2022-01-05 15:22:33.746053,NULL,0,NULL
14,Eat breakfast,NULL,0,2021-07-28 18:59:12.573,2022-01-07 16:43:17.356051,NULL,0,NULL
27,Dab hair,NULL,0,2021-07-29 10:29:25.288,2022-01-07 16:52:20.814218,NULL,0,NULL
32,Scan yourself,NULL,0,2021-07-29 10:35:33.363,2022-01-07 16:58:33.194023,NULL,0,NULL
72,Return diapers for mom,NULL,1,2021-08-09 15:28:15.902,2021-08-09 15:34:42.864684,NULL,0,NULL
73,Bath Bentley,NULL,1,2021-08-09 15:30:13.802,2021-08-09 15:35:39.690064,NULL,0,NULL
74,Bathe Bentley,NULL,1,2021-08-09 15:35:15.688,2021-08-09 15:35:43.574728,NULL,0,NULL
75,Bathe Bentley,NULL,1,2021-08-09 15:37:00.719,2021-08-09 15:42:45.07728,NULL,0,NULL
76,Bathe Bentley,NULL,0,2021-08-09 15:51:17.476,2021-08-09 15:51:17.476,NULL,0,NULL
77,Return diapers for mom,NULL,0,2021-08-09 16:21:49.656,2021-08-09 16:21:49.656,NULL,0,NULL
78,Buy protein,NULL,0,2021-08-09 16:37:22.707,2021-08-09 16:37:22.707,NULL,0,NULL
79,Buy creatine,NULL,0,2021-08-09 16:37:27.407,2021-08-09 16:37:27.407,NULL,0,NULL
80,Deposit money,NULL,0,2021-08-09 16:37:51.757,2021-08-09 16:37:51.757,NULL,0,NULL
83,Start journaling before school starts,NULL,1,2021-08-09 23:52:36.048,2021-08-09 23:54:49.057434,NULL,0,NULL
84,Start journaling before school starts,NULL,0,2021-08-09 23:55:26.859,2021-08-09 23:55:26.859,NULL,0,NULL
86,Get astrology and drawing books from the attic,NULL,0,2021-08-11 13:30:43.315,2021-08-11 13:30:43.315,NULL,0,NULL
87,Get book on birth charts,NULL,0,2021-08-11 13:57:41.575,2021-08-11 13:57:41.576,NULL,0,NULL
88,Get book on drawing and character design,NULL,0,2021-08-11 13:58:08.508,2021-08-11 13:58:08.508,NULL,0,NULL
89,Watch course on design composition,NULL,0,2021-08-11 13:58:25.529,2021-08-11 13:58:25.529,NULL,0,NULL
85,Buy line art (3 directions x 3 body types),NULL,1,2021-08-11 13:29:28.385,2021-08-13 11:07:44.728578,NULL,0,NULL
91,Buy knitting equptment,NULL,0,2021-08-14 00:49:48.611,2021-08-14 00:49:48.611,NULL,0,NULL
55,Thing's Mom's asking of me,NULL,0,2021-07-31 18:44:45.01,2022-04-28 16:23:38.328172,NULL,0,"{'goal_1'"":4}"""
93,Learn how to knit a baby blanket,NULL,0,2021-08-15 18:59:18.497,2021-08-15 18:59:18.497,NULL,0,NULL
96,Drawing exercises,NULL,0,2021-08-20 20:44:59.632,2021-08-20 20:44:59.632,NULL,0,NULL
97,Trace photos of yourself,NULL,0,2021-08-20 20:44:59.633,2021-08-20 20:44:59.633,NULL,0,NULL
40,Adjective lessons,NULL,0,2021-07-29 10:38:48.386,2022-01-05 15:18:39.246525,NULL,0,NULL
42,Spanish lessons,NULL,0,2021-07-29 10:38:48.386,2022-01-05 15:18:33.028047,NULL,0,NULL
98,Briefing,NULL,1,2021-08-21 00:21:42.452,2021-11-14 14:51:49.583237,NULL,0,NULL
94,Create drawing learning plan,NULL,0,2021-08-20 19:17:24.873,2022-04-28 16:23:38.479795,NULL,0,"{'goal_6'"":1}"""
58,Learn to design people,NULL,0,2021-08-01 10:50:54.968,2022-04-28 16:23:32.3323,NULL,0,"{'goal_4'"":1}"""
95,Create astrology learning plan,NULL,0,2021-08-20 19:17:42.873,2022-04-28 16:23:38.483543,NULL,0,"{'goal_7'"":1}"""
64,Give your time back,NULL,0,2021-08-05 23:47:50.174,2022-04-28 16:23:38.486725,NULL,0,"{'goal_5'"":1}"""
150,Floss,NULL,0,2022-01-08 18:09:17.824,2022-01-08 18:44:22.147054,NULL,0,NULL
149,Spray hair,NULL,0,2022-01-08 18:09:10.807,2022-01-08 18:44:33.532609,NULL,0,NULL
101,Buy Andrew Loomis books,NULL,0,2021-08-21 12:06:43.895,2021-08-21 12:06:43.895,NULL,0,NULL
102,Draw Jung-Kook,NULL,0,2021-08-21 12:07:11.717,2021-08-21 12:07:11.717,NULL,0,NULL
103,Digitize Jung-Kook,NULL,0,2021-08-21 12:07:29.237,2021-08-21 12:07:29.237,NULL,0,NULL
106,Set up Alexa Show,NULL,0,2021-09-01 11:00:19.034,2021-09-01 11:00:19.034,NULL,0,NULL
107,Buy Cheeze-Its! for Patrick,NULL,0,2021-09-01 11:00:37.058,2021-09-01 11:00:37.058,NULL,0,NULL
108,Packs Mom's coat,NULL,0,2021-09-01 11:00:54.664,2021-09-01 11:00:54.664,NULL,0,NULL
111,Become a participant in a GA Tech memory lab experiment,https://outlook.office.com/mail/inbox/id/AAQkAGM1YmRiOWQ0LTI3Y2EtNGJlZC1iNzU4LWE0ZTI2MjYxZjRmZAAQABg1SOf8OkZWhxohab10bQ8%3D,0,2021-09-13 14:02:59.582,2021-09-13 14:02:59.582,NULL,0,NULL
112,https://boards.greenhouse.io/janetechnologies/jobs/4716720002?gh_src=92ea65162us,NULL,0,2021-09-21 21:01:16.018,2021-09-21 21:01:16.018,NULL,0,NULL
113,Fix brakes,NULL,1,2021-10-15 15:02:55.962,2021-10-16 11:40:39.603104,NULL,0,NULL
110,Mow lawn,NULL,1,2021-09-01 14:55:49.219,2021-10-16 11:44:43.415525,NULL,0,NULL
115,Unpack car,NULL,0,2021-11-03 12:04:01.582,2021-11-03 12:04:01.582,NULL,0,NULL
148,Wash face,NULL,0,2022-01-08 18:09:02.203,2022-01-08 18:44:44.239035,NULL,0,NULL
116,Host site,NULL,0,2021-11-03 12:06:56.966,2021-11-03 12:06:56.966,NULL,0,NULL
147,Brush teeth,NULL,0,2022-01-08 18:08:48.397,2022-01-08 18:44:55.596752,NULL,0,NULL
151,Work on portrait of Val,NULL,0,2022-01-08 19:40:20.883,2022-01-08 19:40:20.883,NULL,0,NULL
137,Make appointment with vet,"Annual physical, distempered adult booster, kennel cough, heartwor,mtest (encouraged) $211, t4 blood work $50",0,2022-01-05 12:39:30.03,2022-01-08 11:45:40.025493,NULL,0,NULL
114,Come up with time-blocking schedule,"Fill schedule, Leave time (2 hours)
 for TV",0,2021-11-03 12:02:44.322,2021-11-04 11:18:19.676807,NULL,0,NULL
119,Coach workitem (drag and drop),NULL,0,2021-11-04 11:22:46.366,2021-11-04 11:22:46.366,NULL,0,NULL
120,Pay electric bill,NULL,0,2021-11-04 14:41:24.44,2021-11-04 14:41:24.44,NULL,0,NULL
121,Pay Geico bill,NULL,0,2021-11-04 14:41:29.104,2021-11-04 14:41:29.104,NULL,0,NULL
122,Pay Verizon,NULL,0,2021-11-05 07:18:22.136,2021-11-05 07:18:22.136,NULL,0,NULL
123,Deal with charges on REI card,NULL,0,2021-11-05 07:21:18.813,2021-11-05 07:21:18.813,NULL,0,NULL
109,Bathe Bentley,NULL,1,2021-09-01 14:55:46.103,2021-11-09 10:26:17.977534,NULL,0,NULL
181,Write requirements for Coach 1.0,NULL,0,2022-01-24 11:10:33.374,2022-04-28 16:23:38.429357,NULL,0,"{'goal_37'"":3}"""
117,Draw self,NULL,1,2021-11-04 11:20:36.186,2021-11-09 10:28:13.222093,NULL,0,NULL
124,temp,NULL,1,2021-11-09 15:13:18.685,2021-11-09 15:13:21.551351,NULL,0,NULL
125,Coach: Add task actions,NULL,0,2021-11-09 22:38:57.477,2021-11-09 22:38:57.477,NULL,0,NULL
126,Write what you do with your hours,NULL,0,2021-11-09 22:40:02.136,2021-11-09 22:40:02.136,NULL,0,NULL
127,Look into nueroscience internships (Childrens Healthcare),NULL,0,2021-11-10 08:26:47.235,2021-11-10 08:26:47.235,NULL,0,NULL
128,Look into professors Harshita suggested,NULL,0,2021-11-10 08:27:20.89,2021-11-10 08:27:20.89,NULL,0,NULL
129,Sign up for class,NULL,0,2021-11-10 08:54:37.813,2021-11-10 08:54:37.813,NULL,0,NULL
130,Message girl about tutoring her,NULL,1,2021-11-11 12:18:57.415,2021-11-12 12:16:13.21932,NULL,0,NULL
131,Help Dad finish setting up his Binance,NULL,0,2021-11-14 12:26:56.024,2021-11-14 12:26:56.024,NULL,0,NULL
99,De-Briefing,NULL,1,2021-08-21 00:21:42.452,2021-11-14 14:51:51.475847,NULL,0,NULL
100,Start time-blocking,NULL,1,2021-08-21 00:51:55.785,2021-11-14 14:51:52.533559,NULL,0,NULL
105,Plan Biology course for the semester,NULL,1,2021-08-21 14:00:37.234,2021-11-14 14:52:07.596893,NULL,0,NULL
104,Look up classes to audit,NULL,1,2021-08-21 14:00:05.284,2021-11-14 14:52:08.127493,NULL,0,NULL
134,Find and contract someone to trim resume,NULL,1,2021-12-19 20:49:57.326,2021-12-19 20:52:31.294568,NULL,0,NULL
142,"Create work-items / action items / goals & todos to practice advice from 'You Are a Badass'""",NULL,0,2022-01-08 12:48:27.782,2022-04-28 16:23:38.391683,NULL,0,"{'goal_14'"":1}"""
133,Learn how to create a developer resume,NULL,0,2021-12-19 20:49:57.326,2022-04-28 16:23:38.308443,NULL,0,"{'goal_12'"":2}"""
136,Apply for at least 2 jobs,NULL,0,2021-12-20 16:40:05.814,2021-12-20 16:40:05.815,NULL,0,NULL
23,Bodyweight workout,NULL,0,2021-07-28 19:35:11.577,2022-01-05 15:20:49.96243,NULL,0,NULL
138,Wash & dry shirts,NULL,0,2022-01-07 11:27:36.764,2022-01-07 11:27:36.764,NULL,0,NULL
139,Reply to recruiters,NULL,1,2022-01-07 11:38:45.749,2022-01-07 11:41:28.364509,NULL,0,NULL
140,Reply to recruiters,NULL,1,2022-01-07 11:41:32.467,2022-01-07 11:41:49.741161,NULL,0,NULL
141,Reply to recruiters,NULL,0,2022-01-07 11:41:56.951,2022-01-07 11:41:56.951,NULL,0,NULL
152,Look at YouTube video Sayeed sent me,https://www.youtube.com/watch?v=txHnWDRB728,0,2022-01-10 11:23:16.661,2022-01-10 11:23:39.199306,NULL,0,NULL
12,Meditate,NULL,0,2021-07-28 18:58:22.432,2022-01-07 17:10:04.189637,NULL,0,NULL
153,Refill Vyvanse prescription,NULL,0,2022-01-11 13:31:34.033,2022-01-11 13:31:34.033,NULL,0,NULL
154,Deal with iPhone,NULL,0,2022-01-12 09:32:23.202,2022-01-12 09:32:23.202,NULL,0,NULL
155,Get oil changed,NULL,0,2022-01-14 11:52:39.648,2022-01-14 11:52:39.648,NULL,0,NULL
156,"Write 'I wanna see'""''s""",NULL,0,2022-01-14 11:52:55.121,2022-01-14 11:52:55.121,NULL,0,NULL
143,Draw figure,NULL,0,2022-01-08 13:40:39.903,2022-04-28 16:23:38.394715,NULL,0,"{'goal_16'"":1}"""
159,Enroll in Chrisma University,NULL,0,2022-01-16 12:13:53.262,2022-04-28 16:23:38.397916,NULL,0,"{'goal_32'"":1}"""
144,Morning Joy,NULL,0,2022-01-08 14:25:21.857,2022-01-08 14:25:21.858,NULL,1,NULL
145,Draw outline of the head,NULL,0,2022-01-08 16:16:01.197,2022-01-08 16:16:01.197,NULL,0,NULL
146,Work on portrait of Twitter chick,NULL,0,2022-01-08 16:16:34.957,2022-01-08 16:16:34.957,NULL,0,NULL
157,Get emissions tested,NULL,0,2022-01-14 13:27:30.903,2022-01-14 13:27:30.903,NULL,0,NULL
158,Draw vision board of the [type of] people you want to be friends with,NULL,0,2022-01-16 12:08:27.585,2022-01-16 12:08:27.585,NULL,0,NULL
166,Video: Getting the right proportions,NULL,0,2022-01-16 14:21:32.169,2022-01-16 14:22:57.574196,NULL,0,NULL
164,Add video property to goals,NULL,0,2022-01-16 12:17:58.274,2022-04-28 16:23:38.413489,NULL,0,"{'goal_34'"":2}"""
173,Video: Rendering,NULL,0,2022-01-16 14:21:32.17,2022-01-16 14:21:32.17,NULL,0,NULL
174,Video: Final Touches Part 1,NULL,0,2022-01-16 14:21:32.17,2022-01-16 14:21:32.17,NULL,0,NULL
175,Video: Final Touches Part 2,NULL,0,2022-01-16 14:21:32.17,2022-01-16 14:21:32.17,NULL,0,NULL
176,Video: Final Touches Part 3,NULL,0,2022-01-16 14:21:32.17,2022-01-16 14:21:32.17,NULL,0,NULL
167,Video: Choosing colors,NULL,0,2022-01-16 14:21:32.169,2022-01-16 14:23:23.767878,NULL,0,NULL
168,Video: How to stylize photo study,NULL,0,2022-01-16 14:21:32.169,2022-01-16 14:24:45.933714,NULL,0,NULL
169,Video: The art of observation,NULL,0,2022-01-16 14:21:32.17,2022-01-16 14:24:57.980026,NULL,0,NULL
170,Video: Stylizing,NULL,0,2022-01-16 14:21:32.17,2022-01-16 14:25:15.185951,NULL,0,NULL
172,Video: Laying down colors,NULL,0,2022-01-16 14:21:32.17,2022-01-16 14:25:53.789285,NULL,0,NULL
177,Drawing Excersise - Ears,NULL,0,2022-01-18 09:19:06.722,2022-01-18 09:19:06.722,NULL,0,NULL
178,Set up gas bill auto payment,NULL,0,2022-01-19 09:37:08.824,2022-01-19 09:37:08.824,NULL,0,NULL
171,Video: Linework,NULL,1,2022-01-16 14:21:32.17,2022-01-24 10:44:56.23949,NULL,0,NULL
165,Create simple briefing panel,NULL,0,2022-01-16 12:21:03.04,2022-04-28 16:23:38.417163,NULL,0,"{'goal_36'"":1}"""
135,Find and contract someone to trim resume,NULL,0,2021-12-19 20:52:43.778,2022-04-28 16:23:38.311364,NULL,0,"{'goal_12'"":3}"""
118,Draw body,NULL,1,2021-11-04 11:20:39.634,2022-03-22 13:46:41.557422,NULL,0,NULL
160,Come up with drawing exercises,NULL,0,2022-01-16 12:15:30.454,2022-04-28 16:23:38.401161,NULL,0,"{'goal_33'"":1}"""
163,Create video for every goal,NULL,0,2022-01-16 12:17:58.274,2022-04-28 16:23:38.410458,NULL,0,"{'goal_34'"":1}"""
180,Write documentation for Coach app parts,NULL,0,2022-01-24 11:10:33.374,2022-04-28 16:23:38.425397,NULL,0,"{'goal_37'"":2}"""
205,Add briefing details to the overviews of related features,NULL,0,2022-02-24 11:13:31.968,2022-04-28 16:23:34.036917,NULL,0,"{'goal_48'"":4}"""
185,Come up with time-blocking scheme,NULL,0,2022-01-24 11:22:53.581,2022-01-24 11:23:44.10682,NULL,0,NULL
186,Figure out art training schedule breakdown,NULL,0,2022-01-24 11:23:44.103,2022-01-24 11:24:01.854721,NULL,0,NULL
215,Update upwork profile,NULL,0,2022-03-08 14:25:25.739,2022-04-28 16:23:38.447404,NULL,0,"{'goal_38'"":1}"""
234,Change lights on garage door opener,NULL,0,2022-04-07 17:52:48.064,2022-04-28 16:23:38.360669,NULL,0,"{'goal_1'"":14}"""
189,Look up tumbling and kickboxing classes,NULL,0,2022-01-24 11:30:37.647,2022-01-24 11:30:37.647,NULL,0,NULL
190,Clean room,NULL,0,2022-01-24 11:31:33.168,2022-01-24 11:31:33.168,NULL,0,NULL
191,Order filter for mom,NULL,0,2022-01-24 11:47:30.065,2022-01-24 11:47:30.065,NULL,0,NULL
182,Create BPMNs for coach item planning,NULL,1,2022-01-24 11:10:33.374,2022-02-06 16:25:18.541819,NULL,0,NULL
184,Create Coach items for self-help advice,NULL,1,2022-01-24 11:21:48.946,2022-02-06 16:25:22.434521,NULL,0,NULL
192,Order voice recorder for mom,NULL,0,2022-02-10 12:01:01.178,2022-02-10 12:01:01.178,NULL,0,NULL
193,Draw my face in sketchbook,NULL,0,2022-02-13 11:56:18.611,2022-02-13 11:56:18.611,NULL,0,NULL
194,Look into weather-proofing for mom,NULL,0,2022-02-13 11:56:55.926,2022-02-13 11:56:55.926,NULL,0,NULL
195,Cross hatch image from yesterday,NULL,0,2022-02-13 12:13:29.84,2022-02-13 12:13:29.84,NULL,0,NULL
196,Vaccum stairs,NULL,0,2022-02-13 14:20:08.957,2022-02-13 14:20:08.957,NULL,0,NULL
197,Remove trash holder,NULL,0,2022-02-13 17:10:25.424,2022-02-13 17:10:25.424,NULL,0,NULL
198,Store Binance Investments in database,NULL,0,2022-02-17 09:53:22.684,2022-02-17 09:53:22.684,NULL,0,NULL
199,Draw black girl with cool hat,NULL,0,2022-02-17 09:54:26.734,2022-02-17 09:54:26.734,NULL,0,NULL
200,Renew registration,NULL,0,2022-02-23 11:00:04.121,2022-02-23 11:00:04.121,NULL,0,NULL
201,Talk to Christy about second opinion from lawyer,NULL,0,2022-02-23 13:39:59.965,2022-02-23 13:39:59.965,NULL,0,NULL
208,Start learning about launching an NFT,NULL,0,2022-03-08 08:19:53.288,2022-03-08 08:19:53.288,NULL,0,NULL
209,Start NFT generator project,NULL,0,2022-03-08 08:20:20.571,2022-03-08 08:20:20.571,NULL,0,NULL
210,List I wanna see's for NFT project,NULL,0,2022-03-08 08:20:49.108,2022-03-08 08:20:49.108,NULL,0,NULL
216,Eat Lunch,NULL,0,2022-03-16 20:41:47.692,2022-03-16 20:41:47.691,NULL,0,NULL
247,Cut tree in the back yard,NULL,0,2022-04-20 10:54:24.274,2022-04-28 16:23:38.377643,NULL,0,"{'goal_1'"":19}"""
249,Put up security lights,NULL,0,2022-04-20 12:52:54.949,2022-04-28 16:23:38.385141,NULL,0,"{'goal_1'"":21}"""
220,Learn & document qualities of astrology signs,NULL,0,2022-03-24 10:20:13.419,2022-04-28 16:23:38.461843,NULL,0,"{'goal_27'"":1}"""
231,get new apple watch through versizon,NULL,0,2022-04-04 23:46:59.034,2022-04-04 23:46:59.034,NULL,0,NULL
232,Text Charoline about Nexus Lexus,NULL,1,2022-04-05 22:50:19.447,2022-04-07 09:55:35.121553,NULL,0,NULL
211,Fill out MVP document,NULL,0,2022-03-08 08:35:36.281,2022-04-28 16:23:37.659722,NULL,0,"{'goal_48'"":6}"""
237,Sign up for insurance,NULL,0,2022-04-12 07:28:59.637,2022-04-12 07:28:59.637,NULL,0,NULL
238,Do taxes,NULL,0,2022-04-12 08:40:29.076,2022-04-12 08:40:29.076,NULL,0,NULL
90,Hook up alarm system,NULL,0,2021-08-13 19:13:50.932,2022-04-28 16:23:38.334731,NULL,0,"{'goal_1'"":6}"""
239,Schedule lawn treatment,NULL,0,2022-04-12 19:50:32.997,2022-04-12 19:50:32.997,NULL,0,NULL
240,Do budget,NULL,0,2022-04-13 09:04:11.962,2022-04-13 09:04:11.962,NULL,0,NULL
241,It's ok fish,NULL,0,2022-04-13 10:22:13.311,2022-04-13 10:22:13.311,NULL,0,NULL
242,"Write 'You Are a Badass Every Day'"" journal entry""",NULL,0,2022-04-15 12:00:37.764,2022-04-15 12:00:37.764,NULL,0,NULL
243,Finish first Stylelife daily mission,NULL,1,2022-04-15 12:02:08.708,2022-04-15 12:02:12.061369,NULL,0,NULL
244,Finish first Stylelife daily mission,NULL,0,2022-04-15 12:02:41.861,2022-04-15 12:02:41.861,NULL,0,NULL
206,Document database details for briefing feature,NULL,0,2022-02-24 11:20:01.506,2022-04-28 16:23:37.563327,NULL,0,"{'goal_48'"":5}"""
245,Move boxes with towels amd sleeping back to attic,NULL,0,2022-04-15 15:44:23.292,2022-04-28 16:23:38.370439,NULL,0,"{'goal_1'"":17}"""
212,Add button to refresh all repetitions,NULL,0,2022-03-08 10:24:43.88,2022-04-28 16:23:38.268065,NULL,0,"{'goal_48'"":7}"""
252,Tell Blair happy birthday,NULL,0,2022-04-22 12:40:00.319,2022-04-22 12:40:00.319,NULL,0,NULL
213,Add button to refresh todo repetitions,NULL,0,2022-03-08 10:24:54.075,2022-04-28 16:23:38.275505,NULL,0,"{'goal_48'"":8}"""
250,Sign up for dance class,NULL,1,2022-04-21 10:40:19.605,2022-04-26 08:41:52.158405,NULL,0,"{'goal_50'"":2}"""
233,Look into WYSYWIGs for blog,NULL,0,2022-04-07 10:01:11.177,2022-04-28 16:23:38.288809,NULL,0,"{'goal_48'"":10}"""
214,Add button to refresh routine repetitions,NULL,0,2022-03-08 10:24:59.993,2022-04-28 16:23:38.280438,NULL,0,"{'goal_48'"":9}"""
254,Sign up for dance classes,NULL,0,2022-04-23 16:41:57.817,2022-05-06 15:40:09.135178,NULL,0,"{'goal_50'"":2}"""
221,Replace powder room sink faucet,NULL,0,2022-03-24 14:26:03.969,2022-04-28 16:23:38.347717,NULL,0,"{'goal_1'"":10}"""
132,List most important dev skills,NULL,0,2021-12-19 20:49:57.326,2022-04-28 16:23:38.305479,NULL,0,"{'goal_12'"":1}"""
251,Nest child todos in goal table,NULL,0,2022-04-21 16:04:40.254,2022-04-28 16:23:38.292064,NULL,0,"{'goal_48'"":11}"""
