id,text,isRecommended,idGoogleTask,idGoogleTaskList,createdAt,updatedAt,attemptedAt,completedAt,endAt,startAt,idRepeat,idRoutineIteration,idRoutineRepeat,idTodoRepeat,idRoutine,idTodo,idTodoTimePair
28591,Floss,0,NULL,NULL,2022-01-08 18:46:03.54,2022-01-08 18:46:22.622234,NULL,NULL,2022-02-07 00:00:00,2022-02-07 00:00:00,NULL,1049,NULL,41,NULL,150,NULL
28635,Spray hair,0,NULL,NULL,2022-01-08 18:46:03.95,2022-02-13 10:55:37.89505,2022-02-13 10:55:37,2022-02-13 10:55:37,2022-02-11 00:00:00,2022-02-11 00:00:00,NULL,1053,NULL,42,NULL,149,NULL
28633,Spray hair,0,NULL,NULL,2022-01-08 18:46:03.937,2022-01-08 18:46:22.634231,NULL,NULL,2022-02-09 00:00:00,2022-02-09 00:00:00,NULL,1051,NULL,42,NULL,149,NULL
28693,Wash face,0,NULL,NULL,2022-01-08 18:46:04.473,2022-01-08 18:46:22.634231,NULL,NULL,2022-02-09 00:00:00,2022-02-09 00:00:00,NULL,1051,NULL,43,NULL,148,NULL
28699,Wash face,0,NULL,NULL,2022-01-08 18:46:04.514,2022-02-16 08:36:32.995225,2022-02-16 08:36:32,2022-02-16 08:36:32,2022-02-15 00:00:00,2022-02-15 00:00:00,NULL,1057,NULL,43,NULL,148,NULL
28639,Spray hair,0,NULL,NULL,2022-01-08 18:46:03.976,2022-02-16 08:36:34.167889,2022-02-16 08:36:34,2022-02-16 08:36:34,2022-02-15 00:00:00,2022-02-15 00:00:00,NULL,1057,NULL,42,NULL,149,NULL
28637,Spray hair,0,NULL,NULL,2022-01-08 18:46:03.963,2022-01-08 18:46:22.65758,NULL,NULL,2022-02-13 00:00:00,2022-02-13 00:00:00,NULL,1055,NULL,42,NULL,149,NULL
28697,Wash face,0,NULL,NULL,2022-01-08 18:46:04.501,2022-01-08 18:46:22.65758,NULL,NULL,2022-02-13 00:00:00,2022-02-13 00:00:00,NULL,1055,NULL,43,NULL,148,NULL
28701,Wash face,0,NULL,NULL,2022-01-08 18:46:04.527,2022-02-18 10:08:30.515129,2022-02-18 10:08:30,2022-02-18 10:08:30,2022-02-17 00:00:00,2022-02-17 00:00:00,NULL,1059,NULL,43,NULL,148,NULL
28641,Spray hair,0,NULL,NULL,2022-01-08 18:46:03.989,2022-02-18 10:08:31.829414,2022-02-18 10:08:31,2022-02-18 10:08:31,2022-02-17 00:00:00,2022-02-17 00:00:00,NULL,1059,NULL,42,NULL,149,NULL
28645,Spray hair,0,NULL,NULL,2022-01-08 18:46:04.023,2022-02-22 10:00:59.140904,2022-02-22 10:00:59,2022-02-22 10:00:59,2022-02-21 00:00:00,2022-02-21 00:00:00,NULL,1063,NULL,42,NULL,149,NULL
28595,Floss,0,NULL,NULL,2022-01-08 18:46:03.567,2022-02-22 10:01:07.174077,2022-02-22 10:01:07,2022-02-22 10:01:07,2022-02-21 00:00:00,2022-02-21 00:00:00,NULL,1063,NULL,41,NULL,150,NULL
28647,Spray hair,0,NULL,NULL,2022-01-08 18:46:04.038,2022-02-24 07:50:19.06965,2022-02-24 07:50:19,2022-02-24 07:50:19,2022-02-23 00:00:00,2022-02-23 00:00:00,NULL,1065,NULL,42,NULL,149,NULL
28643,Spray hair,0,NULL,NULL,2022-01-08 18:46:04.005,2022-01-08 18:46:22.692175,NULL,NULL,2022-02-19 00:00:00,2022-02-19 00:00:00,NULL,1061,NULL,42,NULL,149,NULL
28703,Wash face,0,NULL,NULL,2022-01-08 18:46:04.54,2022-01-08 18:46:22.692175,NULL,NULL,2022-02-19 00:00:00,2022-02-19 00:00:00,NULL,1061,NULL,43,NULL,148,NULL
28713,Wash face,0,NULL,NULL,2022-01-08 18:46:04.608,2022-03-02 09:54:10.383729,2022-03-02 09:54:10,2022-03-02 09:54:10,2022-03-01 00:00:00,2022-03-01 00:00:00,NULL,1071,NULL,43,NULL,148,NULL
28653,Spray hair,0,NULL,NULL,2022-01-08 18:46:04.078,2022-03-02 09:54:11.154803,2022-03-02 09:54:11,2022-03-02 09:54:11,2022-03-01 00:00:00,2022-03-01 00:00:00,NULL,1071,NULL,42,NULL,149,NULL
28599,Floss,0,NULL,NULL,2022-01-08 18:46:03.594,2022-03-08 10:28:28.792773,2022-03-08 10:28:28,2022-03-08 10:28:28,2022-03-07 00:00:00,2022-03-07 00:00:00,NULL,1077,NULL,41,NULL,150,NULL
28651,Spray hair,0,NULL,NULL,2022-01-08 18:46:04.065,2022-01-08 18:46:22.7389,NULL,NULL,2022-02-27 00:00:00,2022-02-27 00:00:00,NULL,1069,NULL,42,NULL,149,NULL
28711,Wash face,0,NULL,NULL,2022-01-08 18:46:04.594,2022-01-08 18:46:22.7389,NULL,NULL,2022-02-27 00:00:00,2022-02-27 00:00:00,NULL,1069,NULL,43,NULL,148,NULL
28597,Floss,0,NULL,NULL,2022-01-08 18:46:03.58,2022-01-08 18:46:22.744808,NULL,NULL,2022-02-28 00:00:00,2022-02-28 00:00:00,NULL,1070,NULL,41,NULL,150,NULL
28655,Spray hair,0,NULL,NULL,2022-01-08 18:46:04.092,2022-01-08 18:46:22.763738,NULL,NULL,2022-03-03 00:00:00,2022-03-03 00:00:00,NULL,1073,NULL,42,NULL,149,NULL
28715,Wash face,0,NULL,NULL,2022-01-08 18:46:04.621,2022-01-08 18:46:22.763738,NULL,NULL,2022-03-03 00:00:00,2022-03-03 00:00:00,NULL,1073,NULL,43,NULL,148,NULL
28657,Spray hair,0,NULL,NULL,2022-01-08 18:46:04.105,2022-01-08 18:46:22.775881,NULL,NULL,2022-03-05 00:00:00,2022-03-05 00:00:00,NULL,1075,NULL,42,NULL,149,NULL
28717,Wash face,0,NULL,NULL,2022-01-08 18:46:04.635,2022-01-08 18:46:22.775881,NULL,NULL,2022-03-05 00:00:00,2022-03-05 00:00:00,NULL,1075,NULL,43,NULL,148,NULL
28603,Spray hair,0,NULL,NULL,2022-01-08 18:46:03.723,2022-01-10 22:13:39.612973,2022-01-10 22:13:39,2022-01-10 22:13:39,2022-01-10 00:00:00,2022-01-10 00:00:00,NULL,1021,NULL,42,NULL,149,NULL
2194,Adjective lessons,0,NULL,NULL,2021-08-09 14:31:34.965,2022-01-05 10:44:47.555063,NULL,NULL,2021-08-09 00:00:00,2021-08-09 00:00:00,NULL,84,NULL,NULL,NULL,40,NULL
2165,Grammer lessons,0,NULL,NULL,2021-08-09 14:31:34.653,2022-01-05 10:44:47.555063,NULL,NULL,2021-08-12 00:00:00,2021-08-12 00:00:00,NULL,69,NULL,NULL,NULL,41,NULL
2603,Dab hair,0,NULL,NULL,2021-08-09 14:31:39.238,2022-01-05 10:44:47.445574,NULL,NULL,2021-09-03 00:00:00,2021-09-03 00:00:00,NULL,80,NULL,NULL,NULL,27,NULL
2605,Dab hair,0,NULL,NULL,2021-08-09 14:31:39.251,2022-01-05 10:44:47.445574,NULL,NULL,2021-09-05 00:00:00,2021-09-05 00:00:00,NULL,81,NULL,NULL,NULL,27,NULL
2607,Dab hair,0,NULL,NULL,2021-08-09 14:31:39.264,2022-01-05 10:44:47.445574,NULL,NULL,2021-09-07 00:00:00,2021-09-07 00:00:00,NULL,82,NULL,NULL,NULL,27,NULL
2609,Dab hair,0,NULL,NULL,2021-08-09 14:31:39.276,2022-01-05 10:44:47.445574,NULL,NULL,2021-09-09 00:00:00,2021-09-09 00:00:00,NULL,83,NULL,NULL,NULL,27,NULL
2512,Wash your face,0,NULL,NULL,2021-08-09 14:31:38.412,2022-01-05 10:44:47.560621,NULL,NULL,2021-09-08 00:00:00,2021-09-08 00:00:00,NULL,99,NULL,NULL,NULL,30,NULL
3871,Dab hair,0,NULL,NULL,2021-11-03 11:09:34.885,2022-01-05 10:44:47.445574,NULL,NULL,2021-11-29 00:00:00,2021-11-29 00:00:00,NULL,126,NULL,NULL,NULL,27,NULL
3778,Wash your face,0,NULL,NULL,2021-11-03 11:09:34.309,2022-01-05 10:44:47.560621,NULL,NULL,2021-11-29 00:00:00,2021-11-29 00:00:00,NULL,126,NULL,NULL,NULL,30,NULL
3873,Dab hair,0,NULL,NULL,2021-11-03 11:09:34.893,2022-01-05 10:44:47.445574,NULL,NULL,2021-12-01 00:00:00,2021-12-01 00:00:00,NULL,128,NULL,NULL,NULL,27,NULL
3875,Dab hair,0,NULL,NULL,2021-11-03 11:09:34.901,2022-01-05 10:44:47.445574,NULL,NULL,2021-12-03 00:00:00,2021-12-03 00:00:00,NULL,130,NULL,NULL,NULL,27,NULL
19246,Scan yourself,0,NULL,NULL,2021-12-30 01:33:23.776,2022-01-05 10:44:47.346163,2022-01-04 10:47:36,2022-01-04 10:47:36,2022-01-03 00:00:00,2022-01-03 00:00:00,NULL,477,NULL,NULL,NULL,32,NULL
2657,Shower,0,NULL,NULL,2021-08-09 14:31:39.704,2022-01-05 10:44:47.445518,NULL,NULL,2021-09-09 00:00:00,2021-09-09 00:00:00,NULL,83,NULL,NULL,NULL,24,NULL
3900,Shower,0,NULL,NULL,2021-11-03 11:09:35.121,2022-01-05 10:44:47.445518,NULL,NULL,2021-11-11 00:00:00,2021-11-11 00:00:00,NULL,111,NULL,NULL,NULL,24,NULL
3902,Shower,0,NULL,NULL,2021-11-03 11:09:35.13,2022-01-05 10:44:47.445518,NULL,NULL,2021-11-13 00:00:00,2021-11-13 00:00:00,NULL,112,NULL,NULL,NULL,24,NULL
3903,Shower,0,NULL,NULL,2021-11-03 11:09:35.135,2022-01-05 10:44:47.445518,NULL,NULL,2021-11-14 00:00:00,2021-11-14 00:00:00,NULL,105,NULL,NULL,NULL,24,NULL
3904,Shower,0,NULL,NULL,2021-11-03 11:09:35.139,2022-01-05 10:44:47.445518,2021-11-15 10:28:56,2021-11-15 10:28:56,2021-11-15 00:00:00,2021-11-15 00:00:00,NULL,113,NULL,NULL,NULL,24,NULL
3905,Shower,0,NULL,NULL,2021-11-03 11:09:35.143,2022-01-05 10:44:47.445518,NULL,NULL,2021-11-16 00:00:00,2021-11-16 00:00:00,NULL,106,NULL,NULL,NULL,24,NULL
3906,Shower,0,NULL,NULL,2021-11-03 11:09:35.148,2022-01-05 10:44:47.445518,NULL,NULL,2021-11-17 00:00:00,2021-11-17 00:00:00,NULL,114,NULL,NULL,NULL,24,NULL
3907,Shower,0,NULL,NULL,2021-11-03 11:09:35.152,2022-01-05 10:44:47.445518,NULL,NULL,2021-11-18 00:00:00,2021-11-18 00:00:00,NULL,115,NULL,NULL,NULL,24,NULL
3908,Shower,0,NULL,NULL,2021-11-03 11:09:35.157,2022-01-05 10:44:47.445518,NULL,NULL,2021-11-19 00:00:00,2021-11-19 00:00:00,NULL,116,NULL,NULL,NULL,24,NULL
3909,Shower,0,NULL,NULL,2021-11-03 11:09:35.162,2022-01-05 10:44:47.445518,NULL,NULL,2021-11-20 00:00:00,2021-11-20 00:00:00,NULL,117,NULL,NULL,NULL,24,NULL
3910,Shower,0,NULL,NULL,2021-11-03 11:09:35.166,2022-01-05 10:44:47.445518,NULL,NULL,2021-11-21 00:00:00,2021-11-21 00:00:00,NULL,118,NULL,NULL,NULL,24,NULL
3911,Shower,0,NULL,NULL,2021-11-03 11:09:35.171,2022-01-05 10:44:47.445518,NULL,NULL,2021-11-22 00:00:00,2021-11-22 00:00:00,NULL,119,NULL,NULL,NULL,24,NULL
3912,Shower,0,NULL,NULL,2021-11-03 11:09:35.176,2022-01-05 10:44:47.445518,NULL,NULL,2021-11-23 00:00:00,2021-11-23 00:00:00,NULL,120,NULL,NULL,NULL,24,NULL
3913,Shower,0,NULL,NULL,2021-11-03 11:09:35.183,2022-01-05 10:44:47.445518,NULL,NULL,2021-11-24 00:00:00,2021-11-24 00:00:00,NULL,121,NULL,NULL,NULL,24,NULL
3914,Shower,0,NULL,NULL,2021-11-03 11:09:35.187,2022-01-05 10:44:47.445518,NULL,NULL,2021-11-25 00:00:00,2021-11-25 00:00:00,NULL,122,NULL,NULL,NULL,24,NULL
3915,Shower,0,NULL,NULL,2021-11-03 11:09:35.191,2022-01-05 10:44:47.445518,NULL,NULL,2021-11-26 00:00:00,2021-11-26 00:00:00,NULL,123,NULL,NULL,NULL,24,NULL
3916,Shower,0,NULL,NULL,2021-11-03 11:09:35.196,2022-01-05 10:44:47.445518,NULL,NULL,2021-11-27 00:00:00,2021-11-27 00:00:00,NULL,124,NULL,NULL,NULL,24,NULL
3917,Shower,0,NULL,NULL,2021-11-03 11:09:35.2,2022-01-05 10:44:47.445518,NULL,NULL,2021-11-28 00:00:00,2021-11-28 00:00:00,NULL,125,NULL,NULL,NULL,24,NULL
3918,Shower,0,NULL,NULL,2021-11-03 11:09:35.204,2022-01-05 10:44:47.445518,NULL,NULL,2021-11-29 00:00:00,2021-11-29 00:00:00,NULL,126,NULL,NULL,NULL,24,NULL
3919,Shower,0,NULL,NULL,2021-11-03 11:09:35.208,2022-01-05 10:44:47.445518,NULL,NULL,2021-11-30 00:00:00,2021-11-30 00:00:00,NULL,127,NULL,NULL,NULL,24,NULL
3920,Shower,0,NULL,NULL,2021-11-03 11:09:35.212,2022-01-05 10:44:47.445518,NULL,NULL,2021-12-01 00:00:00,2021-12-01 00:00:00,NULL,128,NULL,NULL,NULL,24,NULL
3921,Shower,0,NULL,NULL,2021-11-03 11:09:35.217,2022-01-05 10:44:47.445518,NULL,NULL,2021-12-02 00:00:00,2021-12-02 00:00:00,NULL,129,NULL,NULL,NULL,24,NULL
3922,Shower,0,NULL,NULL,2021-11-03 11:09:35.221,2022-01-05 10:44:47.445518,NULL,NULL,2021-12-03 00:00:00,2021-12-03 00:00:00,NULL,130,NULL,NULL,NULL,24,NULL
5614,Shower,0,NULL,NULL,2021-12-20 09:44:08.489,2022-01-05 10:44:47.445518,NULL,NULL,2021-12-23 00:00:00,2021-12-23 00:00:00,NULL,258,NULL,NULL,NULL,24,NULL
5615,Shower,0,NULL,NULL,2021-12-20 09:44:08.493,2022-01-05 10:44:47.445518,NULL,NULL,2021-12-24 00:00:00,2021-12-24 00:00:00,NULL,259,NULL,NULL,NULL,24,NULL
19640,Shower,0,NULL,NULL,2021-12-30 01:33:32.936,2022-01-05 10:44:47.445518,NULL,NULL,2021-12-31 00:00:00,2021-12-31 00:00:00,NULL,474,NULL,NULL,NULL,24,NULL
20920,Make appointment with vet,0,NULL,NULL,2022-01-05 12:39:30.031,2022-04-20 14:38:33.119224,2022-01-08 11:53:18,2022-01-08 11:53:18,NULL,2022-01-07 00:00:00,NULL,NULL,NULL,NULL,NULL,137,83
5329,Wash your face,0,NULL,NULL,2021-12-20 09:44:06.804,2022-01-05 10:44:47.560621,NULL,NULL,2021-12-22 00:00:00,2021-12-22 00:00:00,NULL,163,NULL,NULL,NULL,30,NULL
5333,Wash your face,0,NULL,NULL,2021-12-20 09:44:06.821,2022-01-05 10:44:47.560621,NULL,NULL,2021-12-26 00:00:00,2021-12-26 00:00:00,NULL,261,NULL,NULL,NULL,30,NULL
19367,Wash your face,0,NULL,NULL,2021-12-30 01:33:26.759,2022-01-05 10:44:47.560621,NULL,NULL,2022-01-02 00:00:00,2022-01-02 00:00:00,NULL,476,NULL,NULL,NULL,30,NULL
19369,Wash your face,0,NULL,NULL,2021-12-30 01:33:26.805,2022-01-05 10:44:47.560621,2022-01-04 14:17:25,2022-01-04 14:17:25,2022-01-04 00:00:00,2022-01-04 00:00:00,NULL,478,NULL,NULL,NULL,30,NULL
5204,Scan yourself,0,NULL,NULL,2021-12-20 09:44:05.917,2022-01-05 10:44:47.346163,NULL,NULL,2021-12-23 00:00:00,2021-12-23 00:00:00,NULL,258,NULL,NULL,NULL,32,NULL
5931,Brush your teeth,0,NULL,NULL,2021-12-20 09:44:10.373,2022-01-05 10:44:47.469373,NULL,NULL,2021-12-25 00:00:00,2021-12-25 00:00:00,NULL,260,NULL,NULL,NULL,19,NULL
3012,Meditate for 15 minutes,0,NULL,NULL,2021-08-09 14:31:43.599,2022-01-05 10:44:47.560616,NULL,NULL,2021-08-11 00:00:00,2021-08-11 00:00:00,NULL,85,NULL,NULL,NULL,12,NULL
3013,Meditate for 15 minutes,0,NULL,NULL,2021-08-09 14:31:43.617,2022-01-05 10:44:47.560616,NULL,NULL,2021-08-12 00:00:00,2021-08-12 00:00:00,NULL,69,NULL,NULL,NULL,12,NULL
3017,Meditate for 15 minutes,0,NULL,NULL,2021-08-09 14:31:43.695,2022-01-05 10:44:47.560616,NULL,NULL,2021-08-16 00:00:00,2021-08-16 00:00:00,NULL,71,NULL,NULL,NULL,12,NULL
3019,Meditate for 15 minutes,0,NULL,NULL,2021-08-09 14:31:43.71,2022-01-05 10:44:47.560616,NULL,NULL,2021-08-18 00:00:00,2021-08-18 00:00:00,NULL,72,NULL,NULL,NULL,12,NULL
3020,Meditate for 15 minutes,0,NULL,NULL,2021-08-09 14:31:43.718,2022-01-05 10:44:47.560616,2021-08-21 00:22:56,2021-08-21 00:22:56,2021-08-19 00:00:00,2021-08-19 00:00:00,NULL,89,NULL,NULL,NULL,12,NULL
3021,Meditate for 15 minutes,0,NULL,NULL,2021-08-09 14:31:43.724,2022-01-05 10:44:47.560616,NULL,NULL,2021-08-20 00:00:00,2021-08-20 00:00:00,NULL,73,NULL,NULL,NULL,12,NULL
3024,Meditate for 15 minutes,0,NULL,NULL,2021-08-09 14:31:43.746,2022-01-05 10:44:47.560616,NULL,NULL,2021-08-23 00:00:00,2021-08-23 00:00:00,NULL,91,NULL,NULL,NULL,12,NULL
