28641|Spray hair|f|||2022-01-08 18:46:03.989-05|2022-02-18 10:08:31.829414-05|2022-02-18 10:08:31-05|2022-02-18 10:08:31-05|2022-02-17 00:00:00-05|2022-02-17 00:00:00-05||1059||42||149|
28645|Spray hair|f|||2022-01-08 18:46:04.023-05|2022-02-22 10:00:59.140904-05|2022-02-22 10:00:59-05|2022-02-22 10:00:59-05|2022-02-21 00:00:00-05|2022-02-21 00:00:00-05||1063||42||149|
28595|Floss|f|||2022-01-08 18:46:03.567-05|2022-02-22 10:01:07.174077-05|2022-02-22 10:01:07-05|2022-02-22 10:01:07-05|2022-02-21 00:00:00-05|2022-02-21 00:00:00-05||1063||41||150|
28647|Spray hair|f|||2022-01-08 18:46:04.038-05|2022-02-24 07:50:19.06965-05|2022-02-24 07:50:19-05|2022-02-24 07:50:19-05|2022-02-23 00:00:00-05|2022-02-23 00:00:00-05||1065||42||149|
28643|Spray hair|f|||2022-01-08 18:46:04.005-05|2022-01-08 18:46:22.692175-05|||2022-02-19 00:00:00-05|2022-02-19 00:00:00-05||1061||42||149|
28703|Wash face|f|||2022-01-08 18:46:04.54-05|2022-01-08 18:46:22.692175-05|||2022-02-19 00:00:00-05|2022-02-19 00:00:00-05||1061||43||148|
28713|Wash face|f|||2022-01-08 18:46:04.608-05|2022-03-02 09:54:10.383729-05|2022-03-02 09:54:10-05|2022-03-02 09:54:10-05|2022-03-01 00:00:00-05|2022-03-01 00:00:00-05||1071||43||148|
28653|Spray hair|f|||2022-01-08 18:46:04.078-05|2022-03-02 09:54:11.154803-05|2022-03-02 09:54:11-05|2022-03-02 09:54:11-05|2022-03-01 00:00:00-05|2022-03-01 00:00:00-05||1071||42||149|
28599|Floss|f|||2022-01-08 18:46:03.594-05|2022-03-08 10:28:28.792773-05|2022-03-08 10:28:28-05|2022-03-08 10:28:28-05|2022-03-07 00:00:00-05|2022-03-07 00:00:00-05||1077||41||150|
28651|Spray hair|f|||2022-01-08 18:46:04.065-05|2022-01-08 18:46:22.7389-05|||2022-02-27 00:00:00-05|2022-02-27 00:00:00-05||1069||42||149|
28711|Wash face|f|||2022-01-08 18:46:04.594-05|2022-01-08 18:46:22.7389-05|||2022-02-27 00:00:00-05|2022-02-27 00:00:00-05||1069||43||148|
28597|Floss|f|||2022-01-08 18:46:03.58-05|2022-01-08 18:46:22.744808-05|||2022-02-28 00:00:00-05|2022-02-28 00:00:00-05||1070||41||150|
28655|Spray hair|f|||2022-01-08 18:46:04.092-05|2022-01-08 18:46:22.763738-05|||2022-03-03 00:00:00-05|2022-03-03 00:00:00-05||1073||42||149|
28715|Wash face|f|||2022-01-08 18:46:04.621-05|2022-01-08 18:46:22.763738-05|||2022-03-03 00:00:00-05|2022-03-03 00:00:00-05||1073||43||148|
28657|Spray hair|f|||2022-01-08 18:46:04.105-05|2022-01-08 18:46:22.775881-05|||2022-03-05 00:00:00-05|2022-03-05 00:00:00-05||1075||42||149|
28717|Wash face|f|||2022-01-08 18:46:04.635-05|2022-01-08 18:46:22.775881-05|||2022-03-05 00:00:00-05|2022-03-05 00:00:00-05||1075||43||148|
28603|Spray hair|f|||2022-01-08 18:46:03.723-05|2022-01-10 22:13:39.612973-05|2022-01-10 22:13:39-05|2022-01-10 22:13:39-05|2022-01-10 00:00:00-05|2022-01-10 00:00:00-05||1021||42||149|
2194|Adjective lessons|t|||2021-08-09 14:31:34.965-04|2022-01-05 10:44:47.555063-05|||2021-08-09 00:00:00-04|2021-08-09 00:00:00-04||84||||40|
2165|Grammer lessons|t|||2021-08-09 14:31:34.653-04|2022-01-05 10:44:47.555063-05|||2021-08-12 00:00:00-04|2021-08-12 00:00:00-04||69||||41|
2603|Dab hair|f|||2021-08-09 14:31:39.238-04|2022-01-05 10:44:47.445574-05|||2021-09-03 00:00:00-04|2021-09-03 00:00:00-04||80||||27|
2605|Dab hair|f|||2021-08-09 14:31:39.251-04|2022-01-05 10:44:47.445574-05|||2021-09-05 00:00:00-04|2021-09-05 00:00:00-04||81||||27|
2607|Dab hair|f|||2021-08-09 14:31:39.264-04|2022-01-05 10:44:47.445574-05|||2021-09-07 00:00:00-04|2021-09-07 00:00:00-04||82||||27|
2609|Dab hair|f|||2021-08-09 14:31:39.276-04|2022-01-05 10:44:47.445574-05|||2021-09-09 00:00:00-04|2021-09-09 00:00:00-04||83||||27|
2512|Wash your face|f|||2021-08-09 14:31:38.412-04|2022-01-05 10:44:47.560621-05|||2021-09-08 00:00:00-04|2021-09-08 00:00:00-04||99||||30|
3871|Dab hair|f|||2021-11-03 11:09:34.885-04|2022-01-05 10:44:47.445574-05|||2021-11-29 00:00:00-05|2021-11-29 00:00:00-05||126||||27|
3778|Wash your face|f|||2021-11-03 11:09:34.309-04|2022-01-05 10:44:47.560621-05|||2021-11-29 00:00:00-05|2021-11-29 00:00:00-05||126||||30|
3873|Dab hair|f|||2021-11-03 11:09:34.893-04|2022-01-05 10:44:47.445574-05|||2021-12-01 00:00:00-05|2021-12-01 00:00:00-05||128||||27|
3875|Dab hair|f|||2021-11-03 11:09:34.901-04|2022-01-05 10:44:47.445574-05|||2021-12-03 00:00:00-05|2021-12-03 00:00:00-05||130||||27|
19246|Scan yourself|f|||2021-12-30 01:33:23.776-05|2022-01-05 10:44:47.346163-05|2022-01-04 10:47:36-05|2022-01-04 10:47:36-05|2022-01-03 00:00:00-05|2022-01-03 00:00:00-05||477||||32|
2657|Shower|f|||2021-08-09 14:31:39.704-04|2022-01-05 10:44:47.445518-05|||2021-09-09 00:00:00-04|2021-09-09 00:00:00-04||83||||24|
3900|Shower|f|||2021-11-03 11:09:35.121-04|2022-01-05 10:44:47.445518-05|||2021-11-11 00:00:00-05|2021-11-11 00:00:00-05||111||||24|
3902|Shower|f|||2021-11-03 11:09:35.13-04|2022-01-05 10:44:47.445518-05|||2021-11-13 00:00:00-05|2021-11-13 00:00:00-05||112||||24|
3903|Shower|f|||2021-11-03 11:09:35.135-04|2022-01-05 10:44:47.445518-05|||2021-11-14 00:00:00-05|2021-11-14 00:00:00-05||105||||24|
3904|Shower|f|||2021-11-03 11:09:35.139-04|2022-01-05 10:44:47.445518-05|2021-11-15 10:28:56-05|2021-11-15 10:28:56-05|2021-11-15 00:00:00-05|2021-11-15 00:00:00-05||113||||24|
3905|Shower|f|||2021-11-03 11:09:35.143-04|2022-01-05 10:44:47.445518-05|||2021-11-16 00:00:00-05|2021-11-16 00:00:00-05||106||||24|
3906|Shower|f|||2021-11-03 11:09:35.148-04|2022-01-05 10:44:47.445518-05|||2021-11-17 00:00:00-05|2021-11-17 00:00:00-05||114||||24|
3907|Shower|f|||2021-11-03 11:09:35.152-04|2022-01-05 10:44:47.445518-05|||2021-11-18 00:00:00-05|2021-11-18 00:00:00-05||115||||24|
3908|Shower|f|||2021-11-03 11:09:35.157-04|2022-01-05 10:44:47.445518-05|||2021-11-19 00:00:00-05|2021-11-19 00:00:00-05||116||||24|
3909|Shower|f|||2021-11-03 11:09:35.162-04|2022-01-05 10:44:47.445518-05|||2021-11-20 00:00:00-05|2021-11-20 00:00:00-05||117||||24|
3910|Shower|f|||2021-11-03 11:09:35.166-04|2022-01-05 10:44:47.445518-05|||2021-11-21 00:00:00-05|2021-11-21 00:00:00-05||118||||24|
3911|Shower|f|||2021-11-03 11:09:35.171-04|2022-01-05 10:44:47.445518-05|||2021-11-22 00:00:00-05|2021-11-22 00:00:00-05||119||||24|
3912|Shower|f|||2021-11-03 11:09:35.176-04|2022-01-05 10:44:47.445518-05|||2021-11-23 00:00:00-05|2021-11-23 00:00:00-05||120||||24|
3913|Shower|f|||2021-11-03 11:09:35.183-04|2022-01-05 10:44:47.445518-05|||2021-11-24 00:00:00-05|2021-11-24 00:00:00-05||121||||24|
3914|Shower|f|||2021-11-03 11:09:35.187-04|2022-01-05 10:44:47.445518-05|||2021-11-25 00:00:00-05|2021-11-25 00:00:00-05||122||||24|
3915|Shower|f|||2021-11-03 11:09:35.191-04|2022-01-05 10:44:47.445518-05|||2021-11-26 00:00:00-05|2021-11-26 00:00:00-05||123||||24|
3916|Shower|f|||2021-11-03 11:09:35.196-04|2022-01-05 10:44:47.445518-05|||2021-11-27 00:00:00-05|2021-11-27 00:00:00-05||124||||24|
3917|Shower|f|||2021-11-03 11:09:35.2-04|2022-01-05 10:44:47.445518-05|||2021-11-28 00:00:00-05|2021-11-28 00:00:00-05||125||||24|
3918|Shower|f|||2021-11-03 11:09:35.204-04|2022-01-05 10:44:47.445518-05|||2021-11-29 00:00:00-05|2021-11-29 00:00:00-05||126||||24|
3919|Shower|f|||2021-11-03 11:09:35.208-04|2022-01-05 10:44:47.445518-05|||2021-11-30 00:00:00-05|2021-11-30 00:00:00-05||127||||24|
3920|Shower|f|||2021-11-03 11:09:35.212-04|2022-01-05 10:44:47.445518-05|||2021-12-01 00:00:00-05|2021-12-01 00:00:00-05||128||||24|
3921|Shower|f|||2021-11-03 11:09:35.217-04|2022-01-05 10:44:47.445518-05|||2021-12-02 00:00:00-05|2021-12-02 00:00:00-05||129||||24|
3922|Shower|f|||2021-11-03 11:09:35.221-04|2022-01-05 10:44:47.445518-05|||2021-12-03 00:00:00-05|2021-12-03 00:00:00-05||130||||24|
5614|Shower|f|||2021-12-20 09:44:08.489-05|2022-01-05 10:44:47.445518-05|||2021-12-23 00:00:00-05|2021-12-23 00:00:00-05||258||||24|
5615|Shower|f|||2021-12-20 09:44:08.493-05|2022-01-05 10:44:47.445518-05|||2021-12-24 00:00:00-05|2021-12-24 00:00:00-05||259||||24|
19640|Shower|f|||2021-12-30 01:33:32.936-05|2022-01-05 10:44:47.445518-05|||2021-12-31 00:00:00-05|2021-12-31 00:00:00-05||474||||24|
20920|Make appointment with vet|f|||2022-01-05 12:39:30.031-05|2022-04-20 14:38:33.119224-04|2022-01-08 11:53:18-05|2022-01-08 11:53:18-05||2022-01-07 00:00:00-05||||||137|83
5329|Wash your face|f|||2021-12-20 09:44:06.804-05|2022-01-05 10:44:47.560621-05|||2021-12-22 00:00:00-05|2021-12-22 00:00:00-05||163||||30|
5333|Wash your face|f|||2021-12-20 09:44:06.821-05|2022-01-05 10:44:47.560621-05|||2021-12-26 00:00:00-05|2021-12-26 00:00:00-05||261||||30|
19367|Wash your face|f|||2021-12-30 01:33:26.759-05|2022-01-05 10:44:47.560621-05|||2022-01-02 00:00:00-05|2022-01-02 00:00:00-05||476||||30|
19369|Wash your face|f|||2021-12-30 01:33:26.805-05|2022-01-05 10:44:47.560621-05|2022-01-04 14:17:25-05|2022-01-04 14:17:25-05|2022-01-04 00:00:00-05|2022-01-04 00:00:00-05||478||||30|
5204|Scan yourself|f|||2021-12-20 09:44:05.917-05|2022-01-05 10:44:47.346163-05|||2021-12-23 00:00:00-05|2021-12-23 00:00:00-05||258||||32|
5931|Brush your teeth|f|||2021-12-20 09:44:10.373-05|2022-01-05 10:44:47.469373-05|||2021-12-25 00:00:00-05|2021-12-25 00:00:00-05||260||||19|
3012|Meditate for 15 minutes|f|||2021-08-09 14:31:43.599-04|2022-01-05 10:44:47.560616-05|||2021-08-11 00:00:00-04|2021-08-11 00:00:00-04||85||||12|
3013|Meditate for 15 minutes|f|||2021-08-09 14:31:43.617-04|2022-01-05 10:44:47.560616-05|||2021-08-12 00:00:00-04|2021-08-12 00:00:00-04||69||||12|
3017|Meditate for 15 minutes|f|||2021-08-09 14:31:43.695-04|2022-01-05 10:44:47.560616-05|||2021-08-16 00:00:00-04|2021-08-16 00:00:00-04||71||||12|
3019|Meditate for 15 minutes|f|||2021-08-09 14:31:43.71-04|2022-01-05 10:44:47.560616-05|||2021-08-18 00:00:00-04|2021-08-18 00:00:00-04||72||||12|
3020|Meditate for 15 minutes|f|||2021-08-09 14:31:43.718-04|2022-01-05 10:44:47.560616-05|2021-08-21 00:22:56-04|2021-08-21 00:22:56-04|2021-08-19 00:00:00-04|2021-08-19 00:00:00-04||89||||12|
3021|Meditate for 15 minutes|f|||2021-08-09 14:31:43.724-04|2022-01-05 10:44:47.560616-05|||2021-08-20 00:00:00-04|2021-08-20 00:00:00-04||73||||12|
3024|Meditate for 15 minutes|f|||2021-08-09 14:31:43.746-04|2022-01-05 10:44:47.560616-05|||2021-08-23 00:00:00-04|2021-08-23 00:00:00-04||91||||12|
3025|Meditate for 15 minutes|f|||2021-08-09 14:31:43.753-04|2022-01-05 10:44:47.560616-05|||2021-08-24 00:00:00-04|2021-08-24 00:00:00-04||75||||12|
3026|Meditate for 15 minutes|f|||2021-08-09 14:31:43.76-04|2022-01-05 10:44:47.560616-05|||2021-08-25 00:00:00-04|2021-08-25 00:00:00-04||92||||12|
3027|Meditate for 15 minutes|f|||2021-08-09 14:31:43.768-04|2022-01-05 10:44:47.560616-05|||2021-08-26 00:00:00-04|2021-08-26 00:00:00-04||76||||12|
3028|Meditate for 15 minutes|f|||2021-08-09 14:31:43.775-04|2022-01-05 10:44:47.560616-05|||2021-08-27 00:00:00-04|2021-08-27 00:00:00-04||93||||12|
3030|Meditate for 15 minutes|f|||2021-08-09 14:31:43.788-04|2022-01-05 10:44:47.560616-05|||2021-08-29 00:00:00-04|2021-08-29 00:00:00-04||94||||12|
3031|Meditate for 15 minutes|f|||2021-08-09 14:31:43.795-04|2022-01-05 10:44:47.560616-05|2021-08-30 13:30:13-04|2021-08-30 13:30:13-04|2021-08-30 00:00:00-04|2021-08-30 00:00:00-04||78||||12|
28604|Spray hair|f|||2022-01-08 18:46:03.729-05|2022-01-08 18:46:22.385978-05|||2022-01-11 00:00:00-05|2022-01-11 00:00:00-05||1022||42||149|
28610|Spray hair|f|||2022-01-08 18:46:03.768-05|2022-01-18 09:17:27.786396-05|2022-01-18 09:17:27-05|2022-01-18 09:17:27-05|2022-01-17 00:00:00-05|2022-01-17 00:00:00-05||1028||42||149|
28608|Spray hair|f|||2022-01-08 18:46:03.755-05|2022-01-08 18:46:22.415585-05|||2022-01-15 00:00:00-05|2022-01-15 00:00:00-05||1026||42||149|
28618|Spray hair|f|||2022-01-08 18:46:03.825-05|2022-01-25 20:16:12.197166-05|2022-01-25 20:16:12-05|2022-01-25 20:16:12-05|2022-01-25 00:00:00-05|2022-01-25 00:00:00-05||1036||42||149|
28586|Floss|f|||2022-01-08 18:46:03.506-05|2022-01-08 18:46:22.448736-05|||2022-01-19 00:00:00-05|2022-01-19 00:00:00-05||1030||41||150|
28614|Spray hair|f|||2022-01-08 18:46:03.796-05|2022-01-08 18:46:22.463401-05|||2022-01-21 00:00:00-05|2022-01-21 00:00:00-05||1032||42||149|
28616|Spray hair|f|||2022-01-08 18:46:03.811-05|2022-01-08 18:46:22.476803-05|||2022-01-23 00:00:00-05|2022-01-23 00:00:00-05||1034||42||149|
28588|Floss|f|||2022-01-08 18:46:03.52-05|2022-01-27 14:43:08.310586-05|2022-01-27 14:43:08-05|2022-01-27 14:43:08-05|2022-01-26 00:00:00-05|2022-01-26 00:00:00-05||1037||41||150|
28624|Spray hair|f|||2022-01-08 18:46:03.876-05|2022-02-01 11:48:49.589369-05|2022-02-01 11:48:49-05|2022-02-01 11:48:49-05|2022-01-31 00:00:00-05|2022-01-31 00:00:00-05||1042||42||149|
28620|Spray hair|f|||2022-01-08 18:46:03.838-05|2022-01-08 18:46:22.554384-05|||2022-01-27 00:00:00-05|2022-01-27 00:00:00-05||1038||42||149|
28622|Spray hair|f|||2022-01-08 18:46:03.858-05|2022-01-08 18:46:22.567039-05|||2022-01-29 00:00:00-05|2022-01-29 00:00:00-05||1040||42||149|
28590|Floss|f|||2022-01-08 18:46:03.533-05|2022-02-03 12:24:22.281696-05|2022-02-03 12:24:22-05|2022-02-03 12:24:22-05|2022-02-02 00:00:00-05|2022-02-02 00:00:00-05||1044||41||150|
28628|Spray hair|f|||2022-01-08 18:46:03.904-05|2022-02-05 10:23:22.282225-05|2022-02-05 10:23:22-05|2022-02-05 10:23:22-05|2022-02-04 00:00:00-05|2022-02-04 00:00:00-05||1046||42||149|
28596|Floss|f|||2022-01-08 18:46:03.573-05|2022-02-24 07:50:20.140109-05|2022-02-24 07:50:20-05|2022-02-24 07:50:20-05|2022-02-23 00:00:00-05|2022-02-23 00:00:00-05||1065||41||150|
28592|Floss|f|||2022-01-08 18:46:03.547-05|2022-01-08 18:46:22.634231-05|||2022-02-09 00:00:00-05|2022-02-09 00:00:00-05||1051||41||150|
28598|Floss|f|||2022-01-08 18:46:03.587-05|2022-03-03 09:05:53.880198-05|2022-03-03 09:05:53-05|2022-03-03 09:05:53-05|2022-03-02 00:00:00-05|2022-03-02 00:00:00-05||1072||41||150|
28600|Floss|f|||2022-01-08 18:46:03.601-05|2022-03-10 11:43:55.245308-05|2022-03-10 11:43:55-05|2022-03-10 11:43:55-05|2022-03-09 00:00:00-05|2022-03-09 00:00:00-05||1139||41||150|
28606|Spray hair|f|||2022-01-08 18:46:03.742-05|2022-01-14 08:22:35.667047-05|2022-01-14 08:22:35-05|2022-01-14 08:22:35-05|2022-01-13 00:00:00-05|2022-01-13 00:00:00-05||1024||42||149|
20560|Take care of Bentley|f|||2021-12-30 01:33:52.234-05|2022-01-05 12:51:52.480607-05|2022-01-05 12:51:52-05|2022-01-05 12:51:52-05|2022-01-05 00:00:00-05|2022-01-05 00:00:00-05||479||||9|
20316|Breakfast|f|||2021-12-30 01:33:47.241-05|2022-01-05 12:57:56.1553-05|2022-01-05 12:57:56-05|2022-01-05 12:57:56-05|2022-01-05 00:00:00-05|2022-01-05 00:00:00-05||479||||13|
